gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
96107720	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.05	123.25	500.0				0.0	0.0	1999-08-09T02:00Z	9	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6622			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84
96107719	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.616667	123.8	500.0				0.0	0.0	1999-08-09T02:00Z	9	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6621			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107718	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.716667	124.333333	500.0				0.0	0.0	1999-08-06T02:00Z	6	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6615			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107717	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.666667	124.233333	500.0				0.0	0.0	1999-08-08T02:00Z	8	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6613			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107716	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.3	124.233333	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6612			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107715	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.133333	124.016667	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6611			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107714	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.266667	123.666667	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6608			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107713	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.666667	123.033333	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6606			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107712	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.833333	122.9	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6605			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107711	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.966667	122.8	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6604			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107710	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.016667	122.766667	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6603			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107709	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.45	122.433333	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6602			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107708	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.55	122.366667	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6601			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107707	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.633333	122.3	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6600			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107706	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.85	122.116667	500.0				0.0	0.0	1999-07-31T02:00Z	31	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6599			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107705	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.566667	124.35	500.0				0.0	0.0	1999-08-03T02:00Z	3	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6597			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107704	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.1	124.8	500.0				0.0	0.0	1999-08-03T02:00Z	3	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6596			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84
96107703	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.9	124.516667	500.0				0.0	0.0	1999-08-03T02:00Z	3	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6595			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107702	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.233333	123.816667	500.0				0.0	0.0	1999-08-03T02:00Z	3	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6594			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107701	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.616667	122.283333	500.0				0.0	0.0	1999-08-03T02:00Z	3	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6592			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107700	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.583333	124.4	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6588			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107699	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.583333	124.35	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6587			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107698	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.6	124.216667	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6586			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107697	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.716667	124.083333	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6585			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107696	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.483333	122.766667	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6584			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107695	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.566667	122.65	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6583			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107694	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.616667	122.533333	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6582			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107693	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.766667	122.283333	500.0				0.0	0.0	1999-08-01T02:00Z	1	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6581			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107692	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.666667	124.35	500.0				0.0	0.0	1999-07-29T02:00Z	29	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6580			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107691	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.616667	124.35	500.0				0.0	0.0	1999-07-29T02:00Z	29	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6578			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107690	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.533333	124.3	500.0				0.0	0.0	1999-07-29T02:00Z	29	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6577			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107689	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.416667	122.866667	500.0				0.0	0.0	1999-08-05T02:00Z	5	8	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6576			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107688	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.133333	123.2	500.0				0.0	0.0	1998-09-06T02:00Z	6	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6524			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107687	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.05	123.266667	500.0				0.0	0.0	1998-09-06T02:00Z	6	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6523			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107686	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.816667	123.583333	500.0				0.0	0.0	1998-09-06T02:00Z	6	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6522			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107685	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.733333	123.683333	500.0				0.0	0.0	1998-09-06T02:00Z	6	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6521			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107684	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.7	123.733333	500.0				0.0	0.0	1998-09-06T02:00Z	6	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6520			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107683	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.416667	125.083333	500.0				0.0	0.0	1998-09-06T02:00Z	6	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6518			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107682	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.1	124.666667	500.0				0.0	0.0	1998-09-02T02:00Z	2	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6511			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107681	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.933333	124.016667	500.0				0.0	0.0	1996-11-15T01:00Z	15	11	1996	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6502			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107680	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.0	123.583333	500.0				0.0	0.0	1996-11-15T01:00Z	15	11	1996	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6499			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107679	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.033333	123.583333	500.0				0.0	0.0	1996-11-15T01:00Z	15	11	1996	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6498			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107678	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.566667	156.483333	500.0				0.0	0.0	1997-04-07T02:00Z	7	4	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6497			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107677	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.016667	123.283333	500.0				0.0	0.0	1997-08-18T02:00Z	18	8	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6495			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107676	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.433333	122.8	500.0				0.0	0.0	1997-09-17T02:00Z	17	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6475			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107675	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.35	124.183333	500.0				0.0	0.0	1997-09-01T02:00Z	1	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6463			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107674	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.166667	123.366667	500.0				0.0	0.0	1997-08-28T02:00Z	28	8	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6458			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107673	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.95	123.65	500.0				0.0	0.0	1997-08-28T02:00Z	28	8	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6457			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84
96107672	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.983333	124.933333	500.0				0.0	0.0	1997-08-28T02:00Z	28	8	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6456			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
