gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
96107541	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.616667	124.283333	500.0				0.0	0.0	1997-09-14T02:00Z	14	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6154			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107540	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.333333	123.016667	500.0				0.0	0.0	1997-09-14T02:00Z	14	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6153			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107539	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-17.916667	121.933333	500.0				0.0	0.0	1997-09-13T02:00Z	13	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6152			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107538	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-17.75	120.25	500.0				0.0	0.0	1997-09-13T02:00Z	13	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6151			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84
96107537	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-17.666667	119.766667	500.0				0.0	0.0	1997-09-13T02:00Z	13	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6150			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107536	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.183333	121.783333	500.0				0.0	0.0	1997-09-13T02:00Z	13	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6149			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107535	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.966667	125.033333	500.0				0.0	0.0	1997-09-11T02:00Z	11	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6146			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107534	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.366667	125.516667	500.0				0.0	0.0	1997-09-11T02:00Z	11	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6145			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107532	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.633333	124.25	500.0				0.0	0.0	1997-11-02T01:00Z	2	11	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6132			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107531	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.533333	124.25	500.0				0.0	0.0	1997-11-02T01:00Z	2	11	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6131			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107530	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.116667	124.233333	500.0				0.0	0.0	1997-11-01T01:00Z	1	11	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6130			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107529	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.066667	123.683333	500.0				0.0	0.0	1997-11-01T01:00Z	1	11	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6129			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107528	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.25	123.05	500.0				0.0	0.0	1997-11-01T01:00Z	1	11	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6128			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84
96107527	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-17.15	119.666667	500.0				0.0	0.0	1997-10-24T02:00Z	24	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6114			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107526	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-14.866667	124.783333	500.0				0.0	0.0	1997-10-19T02:00Z	19	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6109			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107525	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.333333	124.216667	500.0				0.0	0.0	1997-10-16T02:00Z	16	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6108			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107524	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.783333	123.966667	500.0				0.0	0.0	1997-10-10T02:00Z	10	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6099			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107523	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.9	123.766667	500.0				0.0	0.0	1997-10-06T02:00Z	6	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6087			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107522	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.716667	124.083333	500.0				0.0	0.0	1997-10-04T02:00Z	4	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6081			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107521	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.8	123.933333	500.0				0.0	0.0	1997-10-04T02:00Z	4	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6080			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107520	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.433333	122.9	500.0				0.0	0.0	1997-10-04T02:00Z	4	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6079			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107519	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.833333	123.8	500.0				0.0	0.0	1997-10-04T02:00Z	4	10	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6078			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107518	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.283333	123.133333	500.0				0.0	0.0	1997-09-30T02:00Z	30	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6075			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107517	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-16.366667	122.933333	500.0				0.0	0.0	1997-09-30T02:00Z	30	9	1997	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6068			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107508	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.583333	124.283333	500.0				0.0	0.0	1999-06-22T02:00Z	22	6	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6044			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107507	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.583333	124.25	500.0				0.0	0.0	1999-07-19T02:00Z	19	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6042			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107506	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.65	123.133333	500.0				0.0	0.0	1999-07-19T02:00Z	19	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6041			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107505	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.783333	123.95	500.0				0.0	0.0	1999-07-19T02:00Z	19	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6040			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107504	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.566667	123.766667	500.0				0.0	0.0	1999-07-19T02:00Z	19	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6039			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107503	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	near Degerando Island	3693ff90-4c16-11d8-b290-b8a03c50a862	-15.633333	124.216667	500.0				0.0	0.0	1999-07-09T02:00Z	9	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6034			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107502	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	near Degerando Island	3693ff90-4c16-11d8-b290-b8a03c50a862	-15.45	124.15	500.0				0.0	0.0	1999-07-09T02:00Z	9	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6033			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84
96107501	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	near Degerando Island	3693ff90-4c16-11d8-b290-b8a03c50a862	-15.35	124.15	500.0				0.0	0.0	1999-07-09T02:00Z	9	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6032			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84
96107500	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.4	123.633333	500.0				0.0	0.0	1999-07-08T02:00Z	8	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6031			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107499	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU		3693ff90-4c16-11d8-b290-b8a03c50a862	-15.783333	123.2	500.0				0.0	0.0	1999-07-08T02:00Z	8	7	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6030			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107496	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	off Sydney Heads	3693ff90-4c16-11d8-b290-b8a03c50a862	-33.916667	151.35	500.0				0.0	0.0	1999-06-21T02:00Z	21	6	1999	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-6012			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107490	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Alexandria Bay, Noosa Nat Park	3693ff90-4c16-11d8-b290-b8a03c50a862	-26.383333	153.116667	500.0				0.0	0.0	1998-10-10T02:00Z	10	10	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5989			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107489	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Laguna Bay, Noosa	3693ff90-4c16-11d8-b290-b8a03c50a862	-26.366667	153.083333	500.0				0.0	0.0	1998-10-10T02:00Z	10	10	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5987			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107488	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Noosa	3693ff90-4c16-11d8-b290-b8a03c50a862	-26.483333	153.116667	500.0				0.0	0.0	1998-09-17T02:00Z	17	9	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5986			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107487	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-08-04T02:00Z	4	8	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5985			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107486	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-07-26T02:00Z	26	7	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5984			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107485	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-07-23T02:00Z	23	7	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5982			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107484	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-06-21T02:00Z	21	6	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5981			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107483	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-06-04T02:00Z	4	6	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5980			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107482	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Offf Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-06-15T02:00Z	15	6	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5979			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107481	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-06-15T02:00Z	15	6	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5978			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107480	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-05-12T02:00Z	12	5	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5975			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107479	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-06-03T02:00Z	3	6	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5974			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107478	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-05-28T02:00Z	28	5	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5973			CC_BY_4_0					2017-03-24T11:30Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
96107477	82e7db90-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	AU	Off Point Hicks	3693ff90-4c16-11d8-b290-b8a03c50a862	-38.333333	149.416667	500.0				0.0	0.0	1998-06-06T02:00Z	6	6	1998	8931210	8931210	HUMAN_OBSERVATION	AADC	NSSD	NSSD-5972			CC_BY_4_0					2017-03-25T10:01Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
